Area,Area Type,Indicator,Indicator Type,Year,Year Type,Measure Type,Value,Rate
West Dunbartonshire,Council Area,Overseas Net Migration,Flow,2006,Mid-Year,Count,-110,-1.203369434
West Lothian,Council Area,Overseas Net Migration,Flow,2006,Mid-Year,Count,520,3.111722817
Western Isles,Health Board,Overseas Net Migration,Flow,2006,Mid-Year,Count,-10,-0.36954915
Aberdeen City,Council Area,Overseas Net Migration,Flow,2007,Mid-Year,Count,3750,17.64955052
Aberdeenshire,Council Area,Overseas Net Migration,Flow,2007,Mid-Year,Count,840,3.437129179
Angus,Council Area,Overseas Net Migration,Flow,2007,Mid-Year,Count,210,1.849568434
Argyll and Bute,Council Area,Overseas Net Migration,Flow,2007,Mid-Year,Count,140,1.542020046
Ayrshire and Arran,Health Board,Overseas Net Migration,Flow,2007,Mid-Year,Count,-50,-0.134861767
Borders,Health Board,Overseas Net Migration,Flow,2007,Mid-Year,Count,260,2.317290553
City of Edinburgh,Council Area,Overseas Net Migration,Flow,2007,Mid-Year,Count,6120,13.41987545
Clackmannanshire,Council Area,Overseas Net Migration,Flow,2007,Mid-Year,Count,160,3.162055336
Dumfries and Galloway,Council Area,Overseas Net Migration,Flow,2007,Mid-Year,Count,30,0.199507881
Dumfries and Galloway,Health Board,Overseas Net Migration,Flow,2007,Mid-Year,Count,30,0.199507881
Dundee City,Council Area,Overseas Net Migration,Flow,2007,Mid-Year,Count,1060,7.376478775
East Ayrshire,Council Area,Overseas Net Migration,Flow,2007,Mid-Year,Count,-70,-0.57875155
East Dunbartonshire,Council Area,Overseas Net Migration,Flow,2007,Mid-Year,Count,10,0.095192765
East Lothian,Council Area,Overseas Net Migration,Flow,2007,Mid-Year,Count,190,1.988071571
East Renfrewshire,Council Area,Overseas Net Migration,Flow,2007,Mid-Year,Count,-10,-0.111308994
Falkirk,Council Area,Overseas Net Migration,Flow,2007,Mid-Year,Count,320,2.100840336
Fife,Council Area,Overseas Net Migration,Flow,2007,Mid-Year,Count,1010,2.815409489
Fife,Health Board,Overseas Net Migration,Flow,2007,Mid-Year,Count,1010,2.815409489
Forth Valley,Health Board,Overseas Net Migration,Flow,2007,Mid-Year,Count,1040,3.56958984
Glasgow City,Council Area,Overseas Net Migration,Flow,2007,Mid-Year,Count,4740,8.290191689
Grampian,Health Board,Overseas Net Migration,Flow,2007,Mid-Year,Count,4830,8.809046143
Greater Glasgow and Clyde,Health Board,Overseas Net Migration,Flow,2007,Mid-Year,Count,5340,4.802158273
Highland,Council Area,Overseas Net Migration,Flow,2007,Mid-Year,Count,970,4.330357143
Highland,Health Board,Overseas Net Migration,Flow,2007,Mid-Year,Count,1110,3.526160297
Inverclyde,Council Area,Overseas Net Migration,Flow,2007,Mid-Year,Count,20,0.243575691
Lanarkshire,Health Board,Overseas Net Migration,Flow,2007,Mid-Year,Count,630,0.982027341
Lothian,Health Board,Overseas Net Migration,Flow,2007,Mid-Year,Count,7300,9.10849086
Midlothian,Council Area,Overseas Net Migration,Flow,2007,Mid-Year,Count,90,1.119820829
Moray,Council Area,Overseas Net Migration,Flow,2007,Mid-Year,Count,240,2.624671916
Na h-Eileanan Siar,Council Area,Overseas Net Migration,Flow,2007,Mid-Year,Count,30,1.102535832
North Ayrshire,Council Area,Overseas Net Migration,Flow,2007,Mid-Year,Count,-50,-0.363848057
North Lanarkshire,Council Area,Overseas Net Migration,Flow,2007,Mid-Year,Count,570,1.72122237
Orkney,Health Board,Overseas Net Migration,Flow,2007,Mid-Year,Count,0,0
Orkney Islands,Council Area,Overseas Net Migration,Flow,2007,Mid-Year,Count,0,0
Perth and Kinross,Council Area,Overseas Net Migration,Flow,2007,Mid-Year,Count,1390,9.848377498
Renfrewshire,Council Area,Overseas Net Migration,Flow,2007,Mid-Year,Count,500,2.90917554
SCOTLAND,Council Area,Overseas Net Migration,Flow,2007,Mid-Year,Count,24200,4.680851064
SCOTLAND,Health Board,Overseas Net Migration,Flow,2007,Mid-Year,Count,24200,4.680851064
Scottish Borders,Council Area,Overseas Net Migration,Flow,2007,Mid-Year,Count,260,2.317290553
Shetland,Health Board,Overseas Net Migration,Flow,2007,Mid-Year,Count,10,0.447427293
Shetland Islands,Council Area,Overseas Net Migration,Flow,2007,Mid-Year,Count,10,0.447427293
South Ayrshire,Council Area,Overseas Net Migration,Flow,2007,Mid-Year,Count,70,0.622886635
South Lanarkshire,Council Area,Overseas Net Migration,Flow,2007,Mid-Year,Count,70,0.225537262
Stirling,Council Area,Overseas Net Migration,Flow,2007,Mid-Year,Count,560,6.332692525
Tayside,Health Board,Overseas Net Migration,Flow,2007,Mid-Year,Count,2660,6.67704202
West Dunbartonshire,Council Area,Overseas Net Migration,Flow,2007,Mid-Year,Count,70,0.766115793
West Lothian,Council Area,Overseas Net Migration,Flow,2007,Mid-Year,Count,890,5.251666962
Western Isles,Health Board,Overseas Net Migration,Flow,2007,Mid-Year,Count,30,1.102535832
Aberdeen City,Council Area,Overseas Net Migration,Flow,2008,Mid-Year,Count,3030,14.15755537
Aberdeenshire,Council Area,Overseas Net Migration,Flow,2008,Mid-Year,Count,410,1.66106227
Angus,Council Area,Overseas Net Migration,Flow,2008,Mid-Year,Count,110,0.960782601
Argyll and Bute,Council Area,Overseas Net Migration,Flow,2008,Mid-Year,Count,-230,-2.558113669
Ayrshire and Arran,Health Board,Overseas Net Migration,Flow,2008,Mid-Year,Count,-320,-0.859937655
Borders,Health Board,Overseas Net Migration,Flow,2008,Mid-Year,Count,90,0.79393084
City of Edinburgh,Council Area,Overseas Net Migration,Flow,2008,Mid-Year,Count,3990,8.701910495
Clackmannanshire,Council Area,Overseas Net Migration,Flow,2008,Mid-Year,Count,-10,-0.195350654
Dumfries and Galloway,Council Area,Overseas Net Migration,Flow,2008,Mid-Year,Count,-180,-1.191974041
Dumfries and Galloway,Health Board,Overseas Net Migration,Flow,2008,Mid-Year,Count,-180,-1.191974041
Dundee City,Council Area,Overseas Net Migration,Flow,2008,Mid-Year,Count,950,6.583962853
East Ayrshire,Council Area,Overseas Net Migration,Flow,2008,Mid-Year,Count,-90,-0.740131579
East Dunbartonshire,Council Area,Overseas Net Migration,Flow,2008,Mid-Year,Count,-120,-1.143510577
East Lothian,Council Area,Overseas Net Migration,Flow,2008,Mid-Year,Count,250,2.564628642
East Renfrewshire,Council Area,Overseas Net Migration,Flow,2008,Mid-Year,Count,-100,-1.112718371
Falkirk,Council Area,Overseas Net Migration,Flow,2008,Mid-Year,Count,110,0.717594103
Fife,Council Area,Overseas Net Migration,Flow,2008,Mid-Year,Count,380,1.055438285
Fife,Health Board,Overseas Net Migration,Flow,2008,Mid-Year,Count,380,1.055438285
Forth Valley,Health Board,Overseas Net Migration,Flow,2008,Mid-Year,Count,360,1.22858508
Glasgow City,Council Area,Overseas Net Migration,Flow,2008,Mid-Year,Count,4250,7.375911142
Grampian,Health Board,Overseas Net Migration,Flow,2008,Mid-Year,Count,3430,6.194802146
Greater Glasgow and Clyde,Health Board,Overseas Net Migration,Flow,2008,Mid-Year,Count,4000,3.581533613
Highland,Council Area,Overseas Net Migration,Flow,2008,Mid-Year,Count,310,1.365819271
Highland,Health Board,Overseas Net Migration,Flow,2008,Mid-Year,Count,90,0.284019187
Inverclyde,Council Area,Overseas Net Migration,Flow,2008,Mid-Year,Count,-50,-0.609756098
Lanarkshire,Health Board,Overseas Net Migration,Flow,2008,Mid-Year,Count,-60,-0.093082424
Lothian,Health Board,Overseas Net Migration,Flow,2008,Mid-Year,Count,4710,5.822434297
Midlothian,Council Area,Overseas Net Migration,Flow,2008,Mid-Year,Count,10,0.122624157
Moray,Council Area,Overseas Net Migration,Flow,2008,Mid-Year,Count,-10,-0.107712193
Na h-Eileanan Siar,Council Area,Overseas Net Migration,Flow,2008,Mid-Year,Count,-30,-1.099706745
North Ayrshire,Council Area,Overseas Net Migration,Flow,2008,Mid-Year,Count,-150,-1.087665869
North Lanarkshire,Council Area,Overseas Net Migration,Flow,2008,Mid-Year,Count,100,0.300048008
Orkney,Health Board,Overseas Net Migration,Flow,2008,Mid-Year,Count,-30,-1.446480231
Orkney Islands,Council Area,Overseas Net Migration,Flow,2008,Mid-Year,Count,-30,-1.446480231
Perth and Kinross,Council Area,Overseas Net Migration,Flow,2008,Mid-Year,Count,1380,9.641584573
Renfrewshire,Council Area,Overseas Net Migration,Flow,2008,Mid-Year,Count,130,0.753012048
SCOTLAND,Council Area,Overseas Net Migration,Flow,2008,Mid-Year,Count,14900,2.863787503
SCOTLAND,Health Board,Overseas Net Migration,Flow,2008,Mid-Year,Count,14900,2.863787503
Scottish Borders,Council Area,Overseas Net Migration,Flow,2008,Mid-Year,Count,90,0.79393084
Shetland,Health Board,Overseas Net Migration,Flow,2008,Mid-Year,Count,0,0
Shetland Islands,Council Area,Overseas Net Migration,Flow,2008,Mid-Year,Count,0,0
South Ayrshire,Council Area,Overseas Net Migration,Flow,2008,Mid-Year,Count,-80,-0.710416482
South Lanarkshire,Council Area,Overseas Net Migration,Flow,2008,Mid-Year,Count,-180,-0.578201792
Stirling,Council Area,Overseas Net Migration,Flow,2008,Mid-Year,Count,260,2.936525864
Tayside,Health Board,Overseas Net Migration,Flow,2008,Mid-Year,Count,2440,6.071010923
West Dunbartonshire,Council Area,Overseas Net Migration,Flow,2008,Mid-Year,Count,-70,-0.767628029
West Lothian,Council Area,Overseas Net Migration,Flow,2008,Mid-Year,Count,470,2.74228368
Western Isles,Health Board,Overseas Net Migration,Flow,2008,Mid-Year,Count,-30,-1.099706745
Aberdeen City,Council Area,Overseas Net Migration,Flow,2009,Mid-Year,Count,3670,16.91088379
Aberdeenshire,Council Area,Overseas Net Migration,Flow,2009,Mid-Year,Count,610,2.449602442
Angus,Council Area,Overseas Net Migration,Flow,2009,Mid-Year,Count,150,1.306278847
Argyll and Bute,Council Area,Overseas Net Migration,Flow,2009,Mid-Year,Count,-50,-0.558971492
Ayrshire and Arran,Health Board,Overseas Net Migration,Flow,2009,Mid-Year,Count,-330,-0.886072551
Borders,Health Board,Overseas Net Migration,Flow,2009,Mid-Year,Count,20,0.176071837
City of Edinburgh,Council Area,Overseas Net Migration,Flow,2009,Mid-Year,Count,6270,13.53539279
Clackmannanshire,Council Area,Overseas Net Migration,Flow,2009,Mid-Year,Count,30,0.584909339
Dumfries and Galloway,Council Area,Overseas Net Migration,Flow,2009,Mid-Year,Count,-170,-1.124636147
Dumfries and Galloway,Health Board,Overseas Net Migration,Flow,2009,Mid-Year,Count,-170,-1.124636147
Dundee City,Council Area,Overseas Net Migration,Flow,2009,Mid-Year,Count,1030,7.095129848
East Ayrshire,Council Area,Overseas Net Migration,Flow,2009,Mid-Year,Count,-140,-1.146507248
East Dunbartonshire,Council Area,Overseas Net Migration,Flow,2009,Mid-Year,Count,-30,-0.285823171
East Lothian,Council Area,Overseas Net Migration,Flow,2009,Mid-Year,Count,220,2.237136465
East Renfrewshire,Council Area,Overseas Net Migration,Flow,2009,Mid-Year,Count,-20,-0.222271616
Falkirk,Council Area,Overseas Net Migration,Flow,2009,Mid-Year,Count,120,0.778159652
Fife,Council Area,Overseas Net Migration,Flow,2009,Mid-Year,Count,1060,2.932875878
Fife,Health Board,Overseas Net Migration,Flow,2009,Mid-Year,Count,1060,2.932875878
Forth Valley,Health Board,Overseas Net Migration,Flow,2009,Mid-Year,Count,510,1.733573541
Glasgow City,Council Area,Overseas Net Migration,Flow,2009,Mid-Year,Count,5450,9.370379285
Grampian,Health Board,Overseas Net Migration,Flow,2009,Mid-Year,Count,4320,7.725321888
Greater Glasgow and Clyde,Health Board,Overseas Net Migration,Flow,2009,Mid-Year,Count,5440,4.847059243
Highland,Council Area,Overseas Net Migration,Flow,2009,Mid-Year,Count,190,0.830601093
Highland,Health Board,Overseas Net Migration,Flow,2009,Mid-Year,Count,130,0.408548083
Inverclyde,Council Area,Overseas Net Migration,Flow,2009,Mid-Year,Count,-10,-0.122443982
Lanarkshire,Health Board,Overseas Net Migration,Flow,2009,Mid-Year,Count,0,0
Lothian,Health Board,Overseas Net Migration,Flow,2009,Mid-Year,Count,6940,8.499589717
Midlothian,Council Area,Overseas Net Migration,Flow,2009,Mid-Year,Count,20,0.244200244
Moray,Council Area,Overseas Net Migration,Flow,2009,Mid-Year,Count,40,0.429368828
Na h-Eileanan Siar,Council Area,Overseas Net Migration,Flow,2009,Mid-Year,Count,-10,-0.364697301
North Ayrshire,Council Area,Overseas Net Migration,Flow,2009,Mid-Year,Count,-90,-0.652978307
North Lanarkshire,Council Area,Overseas Net Migration,Flow,2009,Mid-Year,Count,20,0.059672992
Orkney,Health Board,Overseas Net Migration,Flow,2009,Mid-Year,Count,-20,-0.955109838
Orkney Islands,Council Area,Overseas Net Migration,Flow,2009,Mid-Year,Count,-20,-0.955109838
Perth and Kinross,Council Area,Overseas Net Migration,Flow,2009,Mid-Year,Count,1170,8.104176768
Renfrewshire,Council Area,Overseas Net Migration,Flow,2009,Mid-Year,Count,100,0.577967865
SCOTLAND,Council Area,Overseas Net Migration,Flow,2009,Mid-Year,Count,20300,3.880043579
SCOTLAND,Health Board,Overseas Net Migration,Flow,2009,Mid-Year,Count,20300,3.880043579
Scottish Borders,Council Area,Overseas Net Migration,Flow,2009,Mid-Year,Count,20,0.176071837
Shetland,Health Board,Overseas Net Migration,Flow,2009,Mid-Year,Count,80,3.50877193
Shetland Islands,Council Area,Overseas Net Migration,Flow,2009,Mid-Year,Count,80,3.50877193
South Ayrshire,Council Area,Overseas Net Migration,Flow,2009,Mid-Year,Count,-110,-0.977864699
South Lanarkshire,Council Area,Overseas Net Migration,Flow,2009,Mid-Year,Count,-50,-0.160164008
Stirling,Council Area,Overseas Net Migration,Flow,2009,Mid-Year,Count,360,4.059082196
Tayside,Health Board,Overseas Net Migration,Flow,2009,Mid-Year,Count,2350,5.811509261
West Dunbartonshire,Council Area,Overseas Net Migration,Flow,2009,Mid-Year,Count,-30,-0.329380764
West Lothian,Council Area,Overseas Net Migration,Flow,2009,Mid-Year,Count,430,2.484974572
Western Isles,Health Board,Overseas Net Migration,Flow,2009,Mid-Year,Count,-10,-0.364697301
Aberdeen City,Council Area,Overseas Net Migration,Flow,2010,Mid-Year,Count,3740,17.02088927
Aberdeenshire,Council Area,Overseas Net Migration,Flow,2010,Mid-Year,Count,720,2.863620093
Angus,Council Area,Overseas Net Migration,Flow,2010,Mid-Year,Count,220,1.906247292
Argyll and Bute,Council Area,Overseas Net Migration,Flow,2010,Mid-Year,Count,90,1.015572106
Ayrshire and Arran,Health Board,Overseas Net Migration,Flow,2010,Mid-Year,Count,-210,-0.563289611
Borders,Health Board,Overseas Net Migration,Flow,2010,Mid-Year,Count,-100,-0.879507476
City of Edinburgh,Council Area,Overseas Net Migration,Flow,2010,Mid-Year,Count,7300,15.5342285
Clackmannanshire,Council Area,Overseas Net Migration,Flow,2010,Mid-Year,Count,0,0
Dumfries and Galloway,Council Area,Overseas Net Migration,Flow,2010,Mid-Year,Count,-160,-1.05890139
Dumfries and Galloway,Health Board,Overseas Net Migration,Flow,2010,Mid-Year,Count,-160,-1.05890139
Dundee City,Council Area,Overseas Net Migration,Flow,2010,Mid-Year,Count,1260,8.626591812
East Ayrshire,Council Area,Overseas Net Migration,Flow,2010,Mid-Year,Count,-100,-0.816926722
East Dunbartonshire,Council Area,Overseas Net Migration,Flow,2010,Mid-Year,Count,-70,-0.66717499
East Lothian,Council Area,Overseas Net Migration,Flow,2010,Mid-Year,Count,150,1.513011902
East Renfrewshire,Council Area,Overseas Net Migration,Flow,2010,Mid-Year,Count,40,0.442428935
Falkirk,Council Area,Overseas Net Migration,Flow,2010,Mid-Year,Count,160,1.031393025
Fife,Council Area,Overseas Net Migration,Flow,2010,Mid-Year,Count,1250,3.447229806
Fife,Health Board,Overseas Net Migration,Flow,2010,Mid-Year,Count,1250,3.447229806
Forth Valley,Health Board,Overseas Net Migration,Flow,2010,Mid-Year,Count,820,2.770176683
Glasgow City,Council Area,Overseas Net Migration,Flow,2010,Mid-Year,Count,5380,9.173060529
Grampian,Health Board,Overseas Net Migration,Flow,2010,Mid-Year,Count,4510,7.984420643
Greater Glasgow and Clyde,Health Board,Overseas Net Migration,Flow,2010,Mid-Year,Count,5770,5.115973897
Highland,Council Area,Overseas Net Migration,Flow,2010,Mid-Year,Count,360,1.560265245
Highland,Health Board,Overseas Net Migration,Flow,2010,Mid-Year,Count,440,1.377798654
Inverclyde,Council Area,Overseas Net Migration,Flow,2010,Mid-Year,Count,30,0.368053
Lanarkshire,Health Board,Overseas Net Migration,Flow,2010,Mid-Year,Count,-80,-0.123179257
Lothian,Health Board,Overseas Net Migration,Flow,2010,Mid-Year,Count,7900,9.569725749
Midlothian,Council Area,Overseas Net Migration,Flow,2010,Mid-Year,Count,40,0.485672657
Moray,Council Area,Overseas Net Migration,Flow,2010,Mid-Year,Count,50,0.533674885
Na h-Eileanan Siar,Council Area,Overseas Net Migration,Flow,2010,Mid-Year,Count,-10,-0.362318841
North Ayrshire,Council Area,Overseas Net Migration,Flow,2010,Mid-Year,Count,-90,-0.653120464
North Lanarkshire,Council Area,Overseas Net Migration,Flow,2010,Mid-Year,Count,-20,-0.059474248
Orkney,Health Board,Overseas Net Migration,Flow,2010,Mid-Year,Count,0,0
Orkney Islands,Council Area,Overseas Net Migration,Flow,2010,Mid-Year,Count,0,0
Perth and Kinross,Council Area,Overseas Net Migration,Flow,2010,Mid-Year,Count,1170,8.035714286
Renfrewshire,Council Area,Overseas Net Migration,Flow,2010,Mid-Year,Count,340,1.957397812
SCOTLAND,Council Area,Overseas Net Migration,Flow,2010,Mid-Year,Count,22800,4.332788568
SCOTLAND,Health Board,Overseas Net Migration,Flow,2010,Mid-Year,Count,22800,4.332788568
Scottish Borders,Council Area,Overseas Net Migration,Flow,2010,Mid-Year,Count,-100,-0.879507476
Shetland,Health Board,Overseas Net Migration,Flow,2010,Mid-Year,Count,20,0.867302689
Shetland Islands,Council Area,Overseas Net Migration,Flow,2010,Mid-Year,Count,20,0.867302689
South Ayrshire,Council Area,Overseas Net Migration,Flow,2010,Mid-Year,Count,-30,-0.26642984
South Lanarkshire,Council Area,Overseas Net Migration,Flow,2010,Mid-Year,Count,-60,-0.191583115
Stirling,Council Area,Overseas Net Migration,Flow,2010,Mid-Year,Count,660,7.370184255
Tayside,Health Board,Overseas Net Migration,Flow,2010,Mid-Year,Count,2640,6.485371066
West Dunbartonshire,Council Area,Overseas Net Migration,Flow,2010,Mid-Year,Count,50,0.550660793
West Lothian,Council Area,Overseas Net Migration,Flow,2010,Mid-Year,Count,410,2.355103682
Western Isles,Health Board,Overseas Net Migration,Flow,2010,Mid-Year,Count,-10,-0.362318841
Aberdeen City,Council Area,Overseas Net Migration,Flow,2011,Mid-Year,Count,4130,18.56513531
Aberdeenshire,Council Area,Overseas Net Migration,Flow,2011,Mid-Year,Count,720,2.838557067
Angus,Council Area,Overseas Net Migration,Flow,2011,Mid-Year,Count,240,2.065404475
Argyll and Bute,Council Area,Overseas Net Migration,Flow,2011,Mid-Year,Count,60,0.674687957
Ayrshire and Arran,Health Board,Overseas Net Migration,Flow,2011,Mid-Year,Count,50,0.133775685
Borders,Health Board,Overseas Net Migration,Flow,2011,Mid-Year,Count,70,0.614682122
